ip,status
1.6.211.161,dead
1.6.211.167,dead
1.6.211.217,dead
1.6.212.10,dead
1.6.212.15,dead
1.6.212.35,dead
1.6.212.110,dead
1.6.212.145,dead
1.6.212.147,dead
1.6.212.163,dead
1.6.213.19,dead
1.6.213.23,dead
1.6.213.82,dead
1.6.213.83,dead
1.6.213.91,dead
1.6.213.95,dead
1.6.213.97,dead
1.6.213.175,dead
1.6.213.238,dead
1.6.214.42,dead
1.6.214.47,dead
1.6.214.109,dead
1.6.214.167,dead
1.6.214.210,dead
1.6.215.54,dead
1.6.215.83,dead
1.6.215.86,dead
1.6.215.118,dead
1.6.216.90,dead
1.6.216.167,dead
1.6.216.243,dead
1.6.217.1,dead
1.6.217.135,dead
1.6.218.104,dead
1.6.218.178,dead
1.6.218.182,dead
1.6.218.192,dead
1.6.218.217,dead
1.6.220.194,dead
1.6.220.199,dead
1.6.220.243,dead
1.6.222.33,dead
1.6.222.34,dead
1.6.222.38,dead
1.6.222.135,dead
1.6.222.154,dead
1.6.222.185,dead
1.6.222.188,dead
1.6.222.235,dead
1.6.223.81,dead
1.6.224.187,dead
1.6.224.193,dead
1.6.225.39,dead
1.6.228.89,dead
1.6.229.89,dead
1.6.231.43,dead
1.6.231.89,dead
1.6.231.91,dead
1.6.231.93,dead
1.6.231.95,dead
1.6.231.129,dead
1.6.231.133,dead
1.6.231.165,dead
1.6.231.167,dead
1.6.231.227,dead
1.6.232.42,dead
1.6.232.43,dead
1.6.232.45,dead
1.6.232.203,dead
1.6.232.242,dead
1.6.232.243,dead
1.6.232.247,dead
1.6.233.57,dead
1.6.235.78,dead
1.6.235.110,dead
1.6.237.77,dead
1.6.239.48,dead
1.6.239.82,dead
1.6.239.175,dead
1.6.239.221,dead
1.6.240.54,dead
1.6.240.193,dead
1.6.245.192,dead
1.6.245.204,dead
1.6.245.220,dead
1.6.246.18,dead
1.6.246.20,dead
1.6.247.116,dead
1.6.247.117,dead
1.6.247.204,dead
1.6.250.193,dead
1.6.250.223,dead
1.6.251.8,dead
1.6.251.35,dead
1.6.251.39,dead
1.6.251.44,dead
1.6.251.55,dead
1.6.251.158,dead
1.6.251.168,dead
1.6.251.178,dead
1.6.251.211,dead
1.6.253.243,dead
1.6.254.8,dead
1.6.254.58,dead
1.6.254.64,dead
1.6.254.70,dead
1.6.254.110,dead
1.6.254.112,dead
1.6.254.132,dead
1.6.255.88,dead
1.6.255.237,dead
1.7.3.101,dead
1.7.3.102,dead
1.7.3.137,dead
1.7.3.161,dead
1.7.4.9,dead
1.7.4.10,dead
1.7.4.11,dead
1.7.4.69,dead
1.7.4.70,dead
1.7.4.73,dead
1.7.4.97,dead
1.7.4.214,dead
1.7.5.31,dead
1.7.5.69,dead
1.7.5.133,dead
1.7.5.159,dead
1.7.5.187,dead
1.7.5.205,dead
1.7.5.230,dead
1.7.6.10,dead
1.7.6.241,dead
1.7.7.63,dead
1.7.7.107,dead
1.7.16.2,dead
1.7.16.65,dead
1.7.16.67,dead
1.7.17.42,dead
1.7.17.71,dead
1.7.17.74,dead
1.7.17.222,dead
1.7.19.11,dead
1.7.19.90,dead
1.7.19.93,dead
1.7.19.193,dead
1.7.19.209,dead
1.7.19.210,dead
1.7.19.214,dead
1.7.20.17,dead
1.7.20.18,dead
1.7.20.23,dead
1.7.20.92,dead
1.7.20.131,dead
1.7.20.133,dead
1.7.20.135,dead
1.7.20.169,dead
1.7.21.7,dead
1.7.21.47,dead
1.7.21.82,dead
1.7.21.142,dead
1.7.21.213,dead
1.7.22.135,dead
1.7.22.209,alive
1.7.22.213,dead
1.7.23.33,dead
1.7.23.209,dead
1.7.24.213,dead
1.7.25.40,dead
1.7.25.119,dead
1.7.25.204,dead
1.7.25.213,dead
1.7.26.15,dead
1.7.26.54,dead
1.7.26.114,dead
1.7.26.133,alive
1.7.27.42,alive
1.7.27.86,dead
1.7.27.198,dead
1.7.28.45,dead
1.7.28.66,alive
1.7.28.103,alive
1.7.28.155,alive
1.7.29.10,alive
1.7.29.158,alive
1.7.29.162,alive
1.7.29.191,alive
1.7.29.239,alive
1.7.30.2,alive
1.7.30.18,alive
1.7.30.112,alive
1.7.30.188,alive
1.7.31.52,dead
1.7.31.70,alive
1.7.32.18,alive
1.7.32.42,alive
1.7.32.96,alive
1.7.32.98,alive
1.7.32.120,alive
1.7.32.125,alive
1.7.32.158,alive
1.7.32.190,alive
1.7.33.33,alive
1.7.33.35,alive
1.7.33.42,dead
1.7.34.6,alive
1.7.34.24,alive
1.7.34.30,alive
1.7.34.66,alive
1.7.34.68,alive
1.7.34.110,alive
1.7.34.140,alive
1.7.34.143,alive
1.7.34.172,alive
1.7.34.174,alive
1.7.35.2,alive
1.7.35.4,alive
1.7.35.32,alive
1.7.35.36,alive
1.7.35.96,alive
1.7.35.142,alive
1.7.35.178,alive
1.7.35.182,alive
1.7.35.192,alive
1.7.35.194,alive
1.7.35.236,alive
1.7.36.6,alive
1.7.36.52,alive
1.7.36.88,alive
1.7.36.90,alive
1.7.36.94,alive
1.7.36.130,dead
1.7.36.134,dead
1.7.36.168,dead
1.7.36.194,dead
1.7.36.196,dead
1.7.36.198,dead
1.7.36.251,dead
1.7.36.254,dead
1.7.37.4,dead
1.7.37.6,dead
1.7.37.92,dead
1.7.37.110,dead
1.7.37.170,dead
1.7.37.208,dead
1.7.37.240,dead
1.7.37.244,dead
1.7.37.246,dead
1.7.38.2,dead
1.7.38.44,dead
1.7.38.83,dead
1.7.38.85,dead
1.7.38.108,dead
1.7.38.151,dead
1.7.38.195,dead
1.7.38.225,dead
1.7.38.226,dead
1.7.38.244,dead
1.7.39.32,dead
1.7.39.36,dead
1.7.39.107,dead
1.7.39.108,dead
1.7.39.143,dead
1.7.39.170,dead
1.7.39.192,dead
1.7.39.195,dead
1.7.39.196,dead
1.7.40.26,dead
1.7.40.48,dead
1.7.40.199,dead
1.7.40.243,dead
1.7.41.48,dead
1.7.41.96,dead
1.7.41.133,dead
1.7.41.135,dead
1.7.41.176,dead
1.7.41.219,dead
1.7.41.225,dead
1.7.42.72,dead
1.7.42.76,dead
1.7.42.78,dead
1.7.42.113,dead
1.7.42.115,dead
1.7.42.146,dead
1.7.42.184,dead
1.7.42.230,dead
1.7.43.11,dead
1.7.43.15,dead
1.7.43.43,dead
1.7.43.80,dead
1.7.43.122,dead
1.7.43.163,dead
1.7.43.166,dead
1.7.43.229,dead
1.7.44.42,dead
1.7.44.46,dead
1.7.44.75,dead
1.7.44.76,dead
1.7.44.78,dead
1.7.44.138,dead
1.7.44.170,dead
1.7.44.172,dead
1.7.45.10,dead
1.7.45.82,dead
1.7.45.146,dead
1.7.45.198,dead
1.7.45.218,dead
1.7.45.223,dead
1.7.45.237,dead
1.7.45.242,dead
1.7.46.19,dead
1.7.46.22,dead
1.7.46.114,dead
1.7.46.162,dead
1.7.46.178,dead
1.7.46.235,dead
1.7.47.13,dead
1.7.47.52,dead
1.7.47.82,dead
1.7.47.86,dead
1.7.47.97,dead
1.7.47.101,dead
1.7.47.181,dead
1.7.47.182,dead
1.7.47.206,dead
1.7.47.250,dead
1.7.47.253,dead
1.7.47.254,dead
1.7.48.5,dead
1.7.48.52,dead
1.7.48.115,dead
1.7.48.116,dead
1.7.48.153,dead
1.7.48.157,dead
1.7.48.159,dead
1.7.48.192,dead
1.7.48.199,dead
1.7.48.218,dead
1.7.48.222,dead
1.7.49.83,dead
1.7.49.87,dead
1.7.49.105,dead
1.7.49.111,dead
1.7.49.185,dead
1.7.49.187,dead
1.7.49.242,dead
1.7.50.13,dead
1.7.50.90,dead
1.7.50.93,dead
1.7.50.120,dead
1.7.50.214,dead
1.7.50.237,dead
1.7.50.242,dead
1.7.50.246,dead
1.7.51.41,dead
1.7.51.87,dead
1.7.51.171,dead
1.7.51.173,dead
1.7.51.188,dead
1.7.52.207,dead
1.7.52.254,dead
1.7.53.42,dead
1.7.53.130,dead
1.7.54.4,dead
1.7.54.159,dead
1.7.54.190,dead
1.7.81.31,dead
1.7.81.65,dead
1.7.81.153,dead
1.7.81.158,dead
1.7.81.169,dead
1.7.81.173,dead
1.7.81.237,dead
1.7.81.239,dead
1.7.82.31,dead
1.7.82.123,dead
1.7.82.160,dead
1.7.83.5,dead
1.7.83.7,dead
1.7.83.54,dead
1.7.83.250,dead
1.7.83.253,dead
1.7.84.29,dead
1.7.84.99,dead
1.7.84.102,dead
1.7.84.130,dead
1.7.84.135,dead
1.7.84.165,dead
1.7.84.252,dead
1.7.85.35,dead
1.7.85.203,dead
1.7.85.225,dead
1.7.86.86,dead
1.7.86.205,dead
1.7.87.80,dead
1.7.87.81,dead
1.7.87.85,dead
1.7.87.86,dead
1.7.87.87,dead
1.7.88.166,dead
1.7.89.35,dead
1.7.89.123,dead
1.7.89.145,dead
1.7.89.174,dead
1.7.89.175,dead
1.7.89.177,dead
1.7.89.178,dead
1.7.89.213,dead
1.7.90.66,dead
1.7.90.170,dead
1.7.90.186,dead
1.7.90.229,dead
1.7.91.157,dead
1.7.92.47,dead
1.7.92.80,dead
1.7.92.82,dead
1.7.92.189,dead
1.7.93.8,dead
1.7.93.13,dead
1.7.93.81,dead
1.7.93.114,dead
1.7.93.115,dead
1.7.93.121,dead
1.7.95.54,dead
1.7.95.130,dead
1.7.95.138,dead
1.7.96.113,dead
1.7.97.58,dead
1.7.97.157,dead
1.7.97.220,dead
1.7.97.222,dead
1.7.98.62,dead
1.7.99.75,dead
1.7.99.151,dead
1.7.99.236,dead
1.7.99.237,dead
1.7.100.40,dead
1.7.100.41,dead
1.7.100.172,dead
1.7.100.173,dead
1.7.100.174,dead
1.7.100.175,dead
1.7.100.219,dead
1.7.101.117,dead
1.7.101.250,dead
1.7.101.254,dead
1.7.102.34,dead
1.7.102.147,dead
1.7.102.233,dead
1.7.102.238,dead
1.7.103.42,dead
1.7.103.43,dead
1.7.103.109,dead
1.7.103.139,dead
1.7.103.143,dead
1.7.103.178,dead
1.7.103.180,dead
1.7.104.43,dead
1.7.104.91,dead
1.7.104.94,dead
1.7.104.122,dead
1.7.104.126,dead
1.7.105.34,dead
1.7.105.38,dead
1.7.105.83,dead
1.7.105.110,dead
1.7.105.124,dead
1.7.105.127,dead
1.7.131.2,dead
1.7.131.27,dead
1.7.131.62,dead
1.7.131.76,dead
1.7.131.85,dead
1.7.131.92,dead
1.7.131.116,dead
1.7.131.142,dead
1.7.131.193,dead
1.7.132.51,dead
1.7.132.141,dead
1.7.133.89,dead
1.7.133.131,dead
1.7.133.211,dead
1.7.133.213,dead
1.7.133.253,dead
1.7.134.113,dead
1.7.134.119,dead
1.7.134.198,dead
1.7.134.235,dead
1.7.134.239,dead
1.7.134.245,dead
1.7.134.249,dead
1.7.135.167,dead
1.7.138.121,dead
1.7.138.161,dead
1.7.139.10,dead
1.7.139.74,dead
1.7.139.87,dead
1.7.139.121,dead
1.7.139.251,dead
1.7.140.147,dead
1.7.141.98,dead
1.7.141.134,dead
1.7.141.206,dead
1.7.142.157,dead
1.7.143.162,dead
1.7.143.163,dead
1.7.143.177,dead
1.7.143.181,dead
1.7.144.37,dead
1.7.144.73,dead
1.7.144.75,dead
1.7.144.77,dead
1.7.144.113,dead
1.7.144.191,dead
1.7.144.207,dead
1.7.144.218,dead
1.7.145.203,dead
1.7.145.205,dead
1.7.145.253,dead
1.7.146.55,dead
1.7.146.81,dead
1.7.146.82,dead
1.7.146.92,dead
1.7.146.93,dead
1.7.146.114,dead
1.7.146.235,dead
1.7.146.239,dead
1.7.146.251,dead
1.7.147.98,dead
1.7.147.165,dead
1.7.150.21,dead
1.7.150.215,dead
1.7.151.194,dead
1.7.152.99,dead
1.7.152.101,dead
1.7.152.127,dead
1.7.152.197,dead
1.7.152.202,dead
1.7.152.204,dead
1.7.152.251,dead
1.7.152.253,dead
1.7.153.73,dead
1.7.153.75,dead
1.7.153.201,dead
1.7.154.91,dead
1.7.154.93,dead
1.7.154.153,dead
1.7.155.14,dead
1.7.155.22,dead
1.7.155.99,dead
1.7.155.139,dead
1.7.155.179,dead
1.7.155.217,dead
1.7.156.141,dead
1.7.156.143,dead
1.7.157.69,dead
1.7.157.71,dead
1.7.157.139,dead
1.7.157.141,dead
1.7.157.185,dead
1.7.157.187,dead
1.7.157.189,dead
1.7.157.191,dead
1.7.157.217,dead
1.7.158.161,dead
1.7.158.163,dead
1.7.158.165,dead
1.7.158.169,dead
1.7.158.177,dead
1.7.158.214,dead
1.7.158.217,dead
1.7.158.221,dead
1.7.159.41,dead
1.7.159.43,dead
1.7.159.45,dead
1.7.159.47,dead
1.7.159.175,dead
1.7.159.229,dead
1.7.160.53,dead
1.7.160.107,dead
1.7.160.108,dead
1.7.160.109,dead
1.7.160.111,dead
1.7.160.146,dead
1.7.160.147,dead
1.7.160.242,dead
1.7.162.193,dead
1.7.163.19,dead
1.7.163.183,dead
1.7.163.207,dead
1.7.164.25,dead
1.7.164.27,dead
1.7.164.65,dead
1.7.164.97,dead
1.7.164.105,dead
1.7.164.131,dead
1.7.164.135,dead
1.7.164.169,dead
1.7.164.170,dead
1.7.164.173,dead
1.7.164.174,dead
1.7.164.193,dead
1.7.164.195,alive
1.7.164.199,dead
1.7.165.41,dead
1.7.165.43,dead
1.7.165.150,dead
1.7.165.151,dead
1.7.166.16,dead
1.7.166.113,dead
1.7.166.114,dead
1.7.166.145,dead
1.7.167.130,dead
1.7.167.217,dead
1.7.167.218,dead
1.7.168.23,dead
1.7.168.81,dead
1.7.168.98,dead
1.7.168.162,dead
1.7.168.166,dead
1.7.168.174,dead
1.7.169.139,dead
1.7.169.211,dead
1.7.170.73,dead
1.7.170.190,dead
1.7.170.225,dead
1.7.171.73,dead
1.7.171.169,dead
1.7.172.25,dead
1.7.172.27,dead
1.7.172.83,dead
1.7.172.117,dead
1.7.172.225,dead
1.7.173.7,dead
1.7.173.53,dead
1.7.174.39,dead
1.7.174.73,dead
1.7.174.169,dead
1.7.174.175,dead
1.7.175.9,dead
1.7.176.85,dead
1.7.176.143,dead
1.7.177.166,dead
1.7.177.254,dead
1.7.179.88,dead
1.7.179.95,dead
1.7.179.128,dead
1.7.181.81,dead
1.7.182.133,dead
1.7.183.161,dead
1.7.183.174,dead
1.7.183.243,dead
1.7.183.245,dead
1.7.184.178,dead
1.7.184.180,dead
1.7.184.231,dead
1.7.184.235,dead
1.7.185.17,dead
1.7.185.29,dead
1.7.185.73,dead
1.7.185.75,dead
1.7.185.101,dead
1.7.185.161,dead
1.7.185.173,dead
1.7.186.23,alive
1.7.186.95,dead
1.7.186.253,dead
1.7.188.82,dead
1.7.188.233,dead
1.7.189.9,dead
1.7.189.43,dead
1.7.189.46,dead
1.7.189.107,dead
1.7.189.109,dead
1.7.189.115,dead
1.7.189.119,dead
1.7.189.162,dead
1.7.189.169,dead
1.7.189.175,dead
1.7.189.207,alive
1.7.192.10,dead
1.7.192.125,alive
1.7.192.131,alive
1.7.192.234,dead
1.7.193.131,dead
1.7.194.70,alive
1.7.194.81,alive
1.7.194.129,dead
1.7.194.130,alive
1.7.194.203,alive
1.7.194.226,alive
1.7.195.72,dead
1.7.195.98,alive
1.7.195.147,dead
1.7.196.160,alive
1.7.196.214,alive
1.7.197.1,alive
1.7.197.156,alive
1.7.198.166,alive
1.7.199.38,alive
1.7.199.46,alive
1.7.199.99,alive
1.7.199.203,alive
1.7.200.4,dead
1.7.200.20,dead
1.7.200.36,dead
1.7.202.68,dead
1.7.202.84,dead
1.7.202.148,dead
1.7.202.164,dead
1.7.202.180,dead
1.7.204.33,alive
1.7.204.39,alive
1.7.204.73,alive
1.7.204.79,alive
1.7.204.155,alive
1.7.204.159,alive
1.7.204.199,alive
1.7.204.237,alive
1.7.206.77,alive
1.7.206.78,alive
1.7.206.213,alive
1.7.206.241,alive
1.7.207.38,alive
1.7.207.67,alive
1.7.207.153,alive
1.7.207.163,alive
1.7.207.165,alive
1.7.207.167,alive
1.7.208.42,alive
1.7.208.47,alive
1.11.151.166,dead
1.11.151.170,dead
1.11.151.174,alive
1.11.151.178,dead
1.11.151.182,dead
1.11.151.186,dead
1.11.151.190,dead
1.11.151.194,dead
1.11.200.2,dead
1.12.0.2,alive
1.12.177.1,dead
1.13.147.1,dead
1.13.147.129,dead
1.20.81.87,dead
1.20.81.190,dead
1.20.92.65,dead
1.20.92.166,dead
1.20.96.1,dead
1.20.96.45,dead
1.20.100.1,dead
1.20.100.30,dead
1.20.121.254,dead
1.20.125.130,dead
1.20.125.132,dead
1.20.126.130,dead
1.20.126.132,dead
1.20.137.1,dead
1.20.137.92,dead
1.20.137.109,dead
1.20.137.131,dead
1.20.137.159,dead
1.20.140.4,dead
1.20.140.17,dead
1.20.140.19,dead
1.20.140.21,dead
1.20.143.159,dead
1.20.143.247,dead
1.20.145.1,dead
1.20.145.61,dead
1.20.145.192,dead
1.20.156.49,dead
1.20.156.50,dead
1.20.156.55,dead
1.20.156.69,dead
1.20.156.196,dead
1.20.165.5,dead
1.20.165.6,dead
1.20.170.82,dead
1.20.176.38,dead
1.20.176.39,dead
1.20.176.46,dead
1.20.176.62,dead
1.20.195.9,dead
1.20.198.243,dead
1.20.198.244,dead
1.20.198.252,dead
1.20.198.254,dead
1.20.199.1,dead
1.20.199.130,dead
1.20.199.161,dead
1.20.200.65,dead
1.20.200.208,dead
1.20.202.14,dead
1.20.217.1,dead
1.20.217.137,dead
1.20.217.143,dead
1.20.217.150,dead
1.20.217.154,dead
1.20.217.167,dead
1.20.217.178,dead
1.20.217.219,dead
1.20.217.243,dead
1.20.220.1,dead
1.20.220.62,dead
1.20.220.103,dead
1.20.225.187,dead
1.20.227.146,dead
1.20.227.152,dead
1.20.235.165,dead
1.21.44.73,dead
1.21.44.81,dead
1.21.44.113,dead
1.21.44.117,dead
1.21.44.125,dead
1.21.44.133,dead
1.21.44.141,dead
1.21.44.145,dead
1.21.44.161,dead
1.21.44.169,dead
1.21.44.177,dead
1.21.44.185,dead
1.21.44.193,dead
1.21.44.197,dead
1.21.44.201,dead
1.21.44.213,dead
1.21.44.217,dead
1.21.44.225,dead
1.21.44.241,dead
1.21.45.2,dead
1.21.45.10,dead
1.21.45.18,dead
1.21.45.26,dead
1.21.45.42,dead
1.21.45.146,dead
1.21.45.186,dead
1.21.45.202,dead
1.21.45.210,dead
1.21.45.218,dead
1.21.46.2,dead
1.21.46.10,dead
1.21.46.34,dead
1.21.46.37,dead
1.21.46.50,dead
1.21.46.53,dead
1.21.46.66,dead
1.21.46.74,dead
1.21.46.82,dead
1.21.46.90,dead
1.21.46.98,dead
1.21.46.106,dead
1.21.46.109,dead
1.21.46.114,dead
1.21.46.146,dead
1.21.46.149,dead
1.21.46.154,dead
1.21.46.162,dead
1.21.47.17,dead
1.21.47.25,dead
1.21.47.29,dead
1.21.59.61,dead
1.22.5.10,dead
1.22.37.37,dead
1.22.37.45,dead
1.22.37.73,dead
1.22.37.93,dead
1.22.55.250,dead
1.22.114.164,dead
1.22.137.50,dead
1.22.152.18,dead
1.22.156.1,dead
1.22.156.42,dead
1.22.156.153,dead
1.22.156.161,dead
1.22.156.193,dead
1.22.158.126,dead
1.22.172.146,dead
1.22.172.198,dead
1.22.180.162,dead
1.22.196.70,dead
1.22.214.50,dead
1.22.231.32,dead
1.23.12.66,dead
1.23.17.150,dead
1.23.25.42,dead
1.23.25.129,dead
1.23.32.66,dead
1.23.46.66,dead
1.23.49.66,dead
1.23.50.66,dead
1.23.53.66,dead
1.23.54.66,dead
1.23.63.3,dead
1.23.63.13,dead
1.23.63.37,dead
1.23.63.149,dead
1.23.63.181,dead
1.23.63.226,dead
1.23.119.236,dead
1.23.144.171,dead
1.23.145.166,dead
1.23.164.41,dead
1.23.164.42,dead
1.23.164.123,dead
1.23.164.150,dead
1.23.165.41,dead
1.23.165.237,dead
1.23.165.245,dead
1.23.185.70,dead
1.23.185.74,dead
1.23.240.226,dead
1.23.242.22,dead
1.23.242.98,dead
1.24.80.130,dead
1.24.189.66,dead
1.24.191.78,dead
1.24.210.46,dead
1.24.210.50,dead
1.24.210.54,dead
1.24.246.219,dead
1.25.25.1,dead
1.25.36.26,dead
1.25.36.30,dead
1.25.36.78,dead
1.25.36.106,dead
1.25.36.114,dead
1.25.240.254,dead
1.26.37.162,dead
1.26.89.2,dead
1.27.109.2,dead
1.27.109.6,dead
1.27.109.34,dead
1.27.109.38,dead
1.27.109.42,dead
1.27.109.46,dead
1.27.109.86,dead
1.27.109.90,dead
1.27.109.102,dead
1.27.109.106,dead
1.27.109.118,dead
1.27.109.122,dead
1.27.109.245,dead
1.27.109.246,dead
1.27.204.1,dead
1.27.204.5,dead
1.27.204.9,dead
1.27.204.13,dead
1.27.204.17,dead
1.27.204.21,dead
1.27.204.25,dead
1.27.204.29,dead
1.27.204.82,dead
1.27.204.86,dead
1.27.204.110,dead
1.27.204.114,dead
1.27.204.145,dead
1.27.204.146,dead
1.27.204.149,dead
1.27.204.150,dead
1.27.207.98,dead
1.27.224.22,dead
1.27.224.26,dead
1.27.224.30,dead
1.27.224.34,dead
1.27.224.42,dead
1.27.224.46,dead
1.28.9.254,dead
1.28.40.82,dead
1.28.40.90,dead
1.28.76.34,dead
1.28.124.30,dead
1.28.124.42,dead
1.28.124.50,dead
1.28.124.62,dead
1.28.124.66,dead
1.28.124.74,dead
1.28.124.78,dead
1.28.124.86,dead
1.28.124.90,dead
1.28.124.106,dead
1.28.124.154,dead
1.28.124.158,dead
1.28.124.162,dead
1.28.124.166,dead
1.28.124.170,dead
1.28.124.174,dead
1.28.124.178,dead
1.28.124.182,dead
1.28.124.186,dead
1.28.124.190,dead
1.28.124.194,dead
1.28.124.206,dead
1.28.124.210,dead
1.28.124.214,dead
1.28.124.218,dead
1.28.124.222,dead
1.28.124.226,dead
1.28.124.230,dead
1.28.124.234,dead
1.28.124.238,dead
1.28.124.242,dead
1.28.124.246,dead
1.28.124.250,dead
1.28.146.54,dead
1.28.146.70,dead
1.29.4.1,dead
1.29.4.2,dead
1.29.4.6,dead
1.29.4.21,dead
1.29.5.2,dead
1.29.5.6,dead
1.29.6.122,dead
1.29.6.126,dead
1.29.161.194,dead
1.29.161.198,dead
1.29.161.202,dead
1.29.161.206,dead
1.30.16.178,dead
1.30.17.225,dead
1.30.17.226,dead
1.30.130.94,dead
1.30.131.110,dead
1.30.133.122,dead
1.31.94.26,dead
1.31.94.38,dead
1.31.94.42,dead
1.31.94.46,dead
1.31.94.50,dead
1.31.94.54,dead
1.31.94.78,dead
1.31.94.90,dead
1.31.94.102,dead
1.31.94.106,dead
1.31.109.161,dead
1.31.124.2,dead
1.31.124.6,dead
1.32.0.254,dead
1.32.1.254,dead
1.32.7.254,dead
1.32.15.254,dead
1.32.21.254,dead
1.32.29.254,dead
1.32.34.254,dead
1.32.37.126,dead
1.32.38.254,dead
1.32.56.53,dead
1.32.56.69,dead
1.32.56.81,dead
1.32.56.89,dead
1.32.56.101,dead
1.32.56.149,dead
1.32.56.157,dead
1.32.56.165,dead
1.32.56.177,dead
1.32.56.241,dead
1.32.57.13,dead
1.32.57.81,dead
1.32.57.85,dead
1.32.57.93,dead
1.32.57.113,dead
1.32.57.117,dead
1.32.57.145,dead
1.32.57.161,dead
1.32.57.169,dead
1.32.57.173,dead
1.32.57.213,dead
1.32.57.217,dead
1.32.58.1,dead
1.32.58.33,dead
1.32.58.41,dead
1.32.58.49,dead
1.32.58.73,dead
1.32.58.97,dead
1.32.58.113,dead
1.32.58.121,dead
1.32.58.137,dead
1.32.58.153,dead
1.32.58.201,dead
1.32.58.241,dead
1.32.59.1,dead
1.32.59.17,dead
1.32.59.41,dead
1.32.59.73,dead
1.32.59.81,dead
1.32.59.97,dead
1.32.59.129,dead
1.32.59.153,dead
1.32.59.209,dead
1.32.59.225,dead
1.32.59.241,dead
1.32.62.1,dead
1.32.62.25,dead
1.32.62.49,dead
1.32.62.105,dead
1.32.62.121,dead
1.32.62.129,dead
1.32.62.169,dead
1.32.62.225,dead
1.32.62.241,dead
1.32.62.249,dead
1.32.63.1,dead
1.32.63.9,dead
1.32.63.33,dead
1.32.63.49,dead
1.32.63.89,dead
1.32.63.105,dead
1.32.63.113,dead
1.32.63.137,dead
1.32.63.153,dead
1.32.63.161,dead
1.32.63.169,dead
1.32.63.177,dead
1.32.63.249,dead
1.32.96.41,dead
1.32.96.65,dead
1.32.96.89,dead
1.32.96.145,dead
1.32.96.217,dead
1.32.96.225,dead
1.32.96.233,dead
1.32.96.249,dead
1.32.97.49,dead
1.32.97.57,dead
1.32.97.73,dead
1.32.97.89,dead
1.32.97.113,dead
1.32.97.185,dead
1.32.105.3,dead
1.32.244.162,dead
1.33.57.2,dead
1.33.129.9,dead
1.33.129.57,dead
1.33.129.81,dead
1.33.129.120,dead
1.33.129.161,dead
1.33.129.185,dead
1.33.129.193,dead
1.33.130.22,dead
1.33.136.33,dead
1.33.136.41,dead
1.33.136.65,dead
1.33.136.113,dead
1.33.136.137,dead
1.33.136.161,dead
1.33.136.201,dead
1.33.136.209,dead
1.33.136.225,dead
1.33.136.249,dead
1.33.137.25,dead
1.33.137.65,dead
1.33.137.161,dead
1.33.137.182,dead
1.33.137.225,dead
1.33.193.78,dead
1.33.195.41,dead
1.33.195.57,dead
1.33.195.121,dead
1.33.196.1,dead
1.33.196.9,dead
1.33.196.17,dead
1.33.196.57,dead
1.33.196.113,dead
1.33.196.130,dead
1.33.196.161,dead
1.33.196.184,dead
1.33.196.225,dead
1.33.197.49,dead
1.33.197.65,dead
1.33.197.129,dead
1.33.197.177,dead
1.33.197.224,dead
1.33.199.25,dead
1.33.199.32,dead
1.33.199.48,dead
1.33.199.65,dead
1.33.199.147,dead
1.33.199.185,dead
1.33.199.193,dead
1.33.199.225,dead
1.33.199.249,dead
1.33.202.25,dead
1.33.202.49,dead
1.33.204.1,dead
1.33.204.96,dead
1.33.204.110,dead
1.33.204.121,dead
1.33.204.145,dead
1.33.204.153,dead
1.33.204.209,dead
1.33.205.153,dead
1.33.205.185,dead
1.34.102.177,dead
1.34.166.68,dead
1.34.241.237,dead
1.35.28.33,dead
1.37.14.249,dead
1.37.14.250,dead
1.37.14.253,dead
1.37.14.254,dead
1.37.18.1,alive
1.37.18.2,alive
1.37.18.9,alive
1.37.18.10,alive
1.37.18.17,alive
1.37.18.18,alive
1.37.18.21,alive
1.37.18.22,alive
1.37.18.25,alive
1.37.18.26,alive
1.37.18.45,alive
1.37.18.46,alive
1.37.18.57,alive
1.37.18.58,alive
1.37.18.69,alive
1.37.18.70,alive
1.37.18.81,alive
1.37.18.82,alive
1.37.18.89,alive
1.37.18.90,alive
1.37.18.93,alive
1.37.18.97,alive
1.37.18.98,alive
1.37.18.113,alive
1.37.18.117,alive
1.37.18.118,alive
1.37.18.121,alive
1.37.18.122,alive
1.37.18.125,alive
1.37.18.126,alive
1.37.18.133,alive
1.37.18.134,alive
1.44.107.26,dead
1.44.107.38,dead
1.44.107.66,dead
1.44.107.106,dead
1.44.107.142,dead
1.44.107.162,dead
1.44.107.166,dead
1.44.107.186,dead
1.44.107.241,dead
1.44.110.94,dead
1.44.110.122,dead
1.44.111.14,dead
1.44.111.38,dead
1.44.111.78,dead
1.44.111.114,dead
1.44.111.138,dead
1.44.111.142,dead
1.44.111.162,dead
1.44.113.2,dead
1.44.113.6,dead
1.44.113.114,dead
1.44.113.133,dead
1.44.113.137,dead
1.44.113.170,dead
1.44.113.178,dead
1.44.113.182,dead
1.44.113.202,dead
1.44.113.229,dead
1.44.114.74,dead
1.44.114.77,dead
1.44.114.89,dead
1.44.114.102,dead
1.44.114.106,dead
1.44.114.114,dead
1.44.114.138,dead
1.44.116.73,dead
1.44.117.38,dead
1.44.117.94,dead
1.44.117.117,dead
1.44.117.138,dead
1.44.117.205,dead
1.44.118.21,dead
